Time (seconds),Validator 1,Validator 2,Validator 3,Validator 4
2622,4,1,7,1
2623,6,1,0,8
2624,3,1,1,0
2625,7,5,0,2
2626,4,0,0,9
2627,1,4,1,5
2628,1,2,9,1
2629,2,3,0,3
2630,5,1,1,4
2631,0,1,4,2
2632,0,4,1,1
2633,4,0,1,4
2634,5,5,1,5
2635,1,1,9,1
2636,2,0,1,1
2637,4,1,1,1
2638,2,1,5,1
2639,0,1,6,1
2640,7,4,3,5
2641,1,3,0,1
2642,2,1,1,1
2643,0,1,5,3
2644,8,5,1,5
2645,1,1,1,0
2646,0,2,5,1
2647,4,16,5,6
2648,0,1,1,1
2649,1,1,0,0
2650,1,1,5,1
2651,4,4,3,4
2652,1,2,0,1
2653,2,0,1,1
2654,5,1,0,4
2655,3,3,4,1
2656,1,1,4,1
2657,1,1,4,4
2658,4,4,1,5
2659,3,1,4,4
2660,1,1,4,2
2661,4,0,0,5
2662,0,2,4,4
2663,3,3,3,3
2664,4,3,1,1
2665,1,4,1,1
2666,1,2,1,3
2667,1,0,0,0
2668,9,1,1,0
2669,0,0,2,1
2670,3,3,7,4
2671,3,1,6,5
2672,1,1,0,4
2673,1,1,1,3
2674,6,4,4,1
2675,4,0,0,2
2676,3,1,0,0
2677,0,6,6,5
2678,1,2,6,5
2679,1,4,1,4
2680,0,0,8,0
2681,4,1,4,5
2682,4,3,0,3
2683,6,1,1,1
2684,0,1,4,0
2685,5,0,6,9
2686,1,5,1,1
2687,2,1,1,1
2688,4,1,4,2
2689,4,6,5,1
2690,0,0,1,1
2691,2,1,1,1
2692,4,1,4,11
2693,2,1,3,1
2694,1,3,0,1
2695,6,0,6,1
2696,1,3,3,5
2697,3,4,0,3
2698,2,1,0,1
2699,6,1,4,4
2700,0,5,1,3
2701,0,0,0,0
2702,5,1,1,1
2703,1,4,1,4
2704,3,4,2,1
2705,0,1,1,0
2706,1,1,4,1
2707,1,4,1,3
2708,3,3,2,1
2709,5,1,5,1
2710,1,5,1,3
2711,2,2,1,1
2712,4,2,2,2
2713,2,1,5,0
2714,1,4,1,0
2715,1,1,6,2
2716,8,3,7,0
2717,4,1,1,1
2718,1,4,1,1
2719,1,1,1,5
2720,1,2,1,3
2721,2,5,1,2
2722,3,1,1,1
2723,6,2,3,1
2724,2,1,0,1
2725,1,4,1,1
2726,6,1,1,0
2727,3,3,0,3
2728,3,5,1,5
2729,4,1,0,6
2730,4,1,1,4
2731,2,2,0,6
2732,1,1,0,1
2733,4,1,1,0
2734,2,2,4,9
2735,2,5,3,0
2736,2,2,2,1
2737,1,0,1,1
2738,3,7,3,3
2739,3,1,1,1
2740,5,1,5,4
2741,1,4,1,2
2742,1,1,1,1
2743,3,1,1,0
2744,1,1,3,5
2745,2,0,2,4
2746,1,1,1,13
2747,1,3,4,0
2748,1,6,2,4
2749,11,2,2,1
2750,5,1,1,1
2751,1,1,1,1
2752,0,5,2,0
2753,3,1,2,3
2754,4,2,5,4
2755,1,1,1,1
2756,2,2,1,1
2757,1,1,1,1
2758,2,1,4,1
2759,1,1,1,1
2760,2,2,0,2
2761,5,1,1,2
2762,1,1,4,8
2763,2,1,1,1
2764,5,2,2,1
2765,2,0,4,4
2766,1,4,1,0
2767,1,2,2,1
2768,5,2,6,4
2769,2,4,1,5
2770,0,0,1,1
2771,4,3,6,1
2772,3,1,5,2
2773,1,5,1,1
2774,1,1,1,1
2775,5,2,1,4
2776,2,0,0,4
2777,1,1,2,1
2778,3,1,5,0
2779,1,14,1,1
2780,2,2,1,1
2781,4,1,2,4
2782,7,3,3,1
2783,1,4,0,1
2784,1,3,1,1
2785,1,1,4,7
2786,2,2,3,1
2787,1,1,0,0
2788,1,0,0,0
2789,1,1,2,2
2790,0,4,0,0
2791,5,1,1,1
2792,1,1,4,1
2793,2,5,3,10
2794,1,1,1,1
2795,8,2,1,1
2796,1,6,1,3
2797,2,6,1,4
2798,3,1,1,1
2799,3,1,3,1
2800,3,1,2,3
2801,3,3,3,1
2802,3,1,1,5
2803,1,1,3,5
2804,1,5,1,3
2805,4,0,3,0
2806,2,1,0,0
2807,1,1,1,1
2808,3,1,2,1
2809,1,1,1,1
2810,3,2,1,1
2811,0,4,0,1
2812,3,3,3,4
2813,1,0,2,3
2814,1,1,0,1
2815,0,4,1,5
2816,6,3,3,3
2817,1,1,0,4
2818,8,1,1,1
2819,1,1,1,4
2820,3,4,5,4
2821,1,6,1,5
2822,1,1,1,1
2823,4,1,2,4
2824,4,3,8,4
2825,2,0,0,1
2826,5,1,1,1
2827,5,2,1,3
2828,1,6,1,2
2829,2,5,0,1
2830,5,1,1,1
2831,12,3,6,4
2832,3,4,1,1
2833,4,1,1,1
2834,0,4,1,1
2835,2,4,3,2
2836,1,4,0,0
2837,4,0,0,1
2838,0,3,4,0
2839,3,1,3,4
2840,12,0,0,0
2841,0,1,2,1
2842,0,1,1,3
2843,3,5,1,2
2844,5,1,0,0
2845,0,1,7,8
2846,1,5,3,3
2847,8,1,0,1
2848,2,1,4,1
2849,0,1,1,1
2850,3,4,3,1
2851,4,1,5,2
2852,1,4,3,1
2853,1,5,1,3
2854,7,3,4,1
2855,2,3,5,1
2856,0,5,1,5
2857,1,1,2,5
2858,1,2,2,1
2859,2,6,1,9
2860,0,5,4,7
2861,5,1,1,5
2862,2,1,4,1
2863,2,3,1,1
2864,0,1,0,2
2865,1,4,4,5
2866,1,1,0,1
2867,1,4,1,0
2868,4,1,6,3
2869,2,1,6,3
2870,1,1,0,1
2871,1,1,1,0
2872,4,1,1,0
2873,4,4,5,4
2874,2,1,0,1
2875,3,1,1,1
2876,1,1,2,1
2877,0,8,0,3
2878,2,1,0,0
2879,2,1,2,1
2880,1,3,3,7
2881,0,3,1,4
2882,5,1,1,1
2883,1,2,5,6
2884,1,1,5,2
2885,1,1,0,1
2886,1,1,2,1
2887,2,1,5,1
2888,3,7,2,5
2889,2,1,4,1
2890,0,0,4,0
2891,1,2,1,4
2892,1,0,2,1
2893,0,0,4,3
2894,0,1,1,4
2895,4,5,3,7
2896,1,1,1,1
2897,2,1,4,1
2898,1,3,1,3
2899,3,15,3,1
2900,1,1,5,1
2901,1,2,1,4
2902,1,5,2,6
2903,9,4,5,1
2904,1,0,4,1
2905,1,1,1,1
2906,1,1,1,5
2907,1,3,1,1
2908,2,1,1,8
2909,0,4,5,4
2910,4,4,8,1
2911,1,1,0,1
2912,3,2,1,7
2913,1,2,1,1
2914,4,2,1,5
2915,0,1,1,5
2916,2,7,0,5
2917,4,1,1,5
2918,6,4,1,4
2919,1,5,1,3
2920,2,1,1,1
2921,5,2,3,1
2922,3,3,1,4
2923,1,3,1,1
2924,5,1,6,0
2925,1,2,3,1
2926,4,4,4,5
2927,5,2,1,0
2928,7,1,5,1
2929,4,1,4,4
2930,0,1,1,4
2931,8,2,1,1
2932,1,1,5,1
2933,6,8,0,6
2934,1,1,1,1
2935,4,1,3,0
2936,2,1,2,1
2937,2,7,3,1
2938,3,1,1,1
2939,1,2,3,1
2940,0,1,3,1
2941,4,3,3,4
2942,7,5,0,0
2943,0,0,0,2
2944,1,2,4,5
2945,11,4,3,0
2946,2,2,4,1
2947,1,1,1,3
2948,1,1,1,5
2949,1,1,4,1
2950,1,1,0,1
2951,1,5,2,1
2952,5,2,2,1
2953,0,1,5,1
2954,2,2,0,5
2955,1,2,6,4
2956,1,3,5,3
2957,1,1,1,2
2958,0,3,0,1
2959,3,4,2,7
2960,1,3,6,1
2961,2,1,1,0
2962,1,0,1,0
2963,3,1,4,1
2964,2,3,3,1
2965,1,5,2,4
2966,4,0,5,0
2967,2,1,7,1
2968,0,1,1,1
2969,2,1,1,1
2970,4,0,3,1
2971,1,3,3,4
2972,1,5,1,5
2973,5,1,1,1
2974,4,2,11,4
2975,4,4,4,4
2976,1,1,1,1
2977,4,1,3,0
2978,0,1,1,3
2979,4,7,4,1
2980,7,0,1,1
2981,1,1,5,2
2982,3,1,2,1
2983,2,3,2,1
2984,8,2,4,0
2985,1,1,1,1
2986,0,4,2,4
2987,5,2,1,1
2988,1,1,1,1
2989,0,1,1,1
2990,5,5,4,5
2991,1,9,0,1
2992,1,2,1,1
2993,0,5,1,3
2994,9,5,4,4
2995,2,1,0,1
2996,1,2,1,0
2997,0,5,1,5
2998,7,4,5,4
2999,1,1,1,1
3000,1,5,1,5
3001,6,1,3,3
3002,1,2,5,4
3003,3,4,1,1
3004,1,3,4,2
3005,4,1,9,1
3006,1,1,1,2
3007,1,5,0,1
3008,6,1,1,1
