Time (in seconds),Validator,Memory Used (MB)
2624,Validator,118.20
2625,Validator,118.20
2626,Validator,118.20
2627,Validator,118.20
2628,Validator,118.20
2629,Validator,118.20
2630,Validator,118.20
2631,Validator,118.20
2632,Validator,118.20
2633,Validator,118.20
2634,Validator,118.20
2635,Validator,118.20
2636,Validator,118.20
2637,Validator,118.20
2638,Validator,118.20
2639,Validator,118.20
2640,Validator,118.20
2641,Validator,118.20
2642,Validator,118.20
2643,Validator,118.20
2644,Validator,118.20
2645,Validator,118.20
2646,Validator,118.20
2647,Validator,118.20
2648,Validator,118.20
2649,Validator,118.20
2650,Validator,118.30
2651,Validator,118.30
2652,Validator,118.30
2653,Validator,118.30
2654,Validator,118.30
2655,Validator,118.30
2656,Validator,118.30
2657,Validator,118.30
2658,Validator,118.30
2659,Validator,118.30
2660,Validator,118.30
2661,Validator,118.30
2662,Validator,118.40
2663,Validator,118.40
2664,Validator,118.40
2665,Validator,118.40
2666,Validator,118.40
2667,Validator,118.40
2668,Validator,118.40
2669,Validator,118.60
2670,Validator,118.50
2671,Validator,118.60
2672,Validator,118.60
2673,Validator,118.60
2674,Validator,118.60
2675,Validator,118.60
2676,Validator,118.60
2677,Validator,118.60
2678,Validator,118.60
2679,Validator,118.60
2680,Validator,118.60
2681,Validator,118.60
2682,Validator,118.60
2683,Validator,118.70
2684,Validator,118.70
2685,Validator,118.70
2686,Validator,118.70
2687,Validator,118.70
2688,Validator,118.70
2689,Validator,118.70
2690,Validator,118.70
2691,Validator,118.70
2692,Validator,118.70
2693,Validator,118.70
2694,Validator,118.80
2695,Validator,118.80
2696,Validator,118.80
2697,Validator,118.80
2698,Validator,118.80
2699,Validator,118.80
2700,Validator,118.80
2701,Validator,118.80
2702,Validator,118.80
2703,Validator,118.80
2704,Validator,118.80
2705,Validator,118.80
2706,Validator,118.90
2707,Validator,118.90
2708,Validator,118.90
2709,Validator,118.90
2710,Validator,118.90
2711,Validator,118.90
2712,Validator,118.90
2713,Validator,118.90
2714,Validator,118.90
2715,Validator,118.90
2716,Validator,118.90
2717,Validator,119.00
2718,Validator,119.00
2719,Validator,121.00
2720,Validator,121.00
2721,Validator,121.00
2722,Validator,121.00
2723,Validator,121.00
2724,Validator,121.00
2725,Validator,121.00
2726,Validator,121.00
2727,Validator,121.00
2728,Validator,121.00
2729,Validator,121.00
2730,Validator,121.00
2731,Validator,121.00
2732,Validator,121.00
2733,Validator,121.00
2734,Validator,121.00
2735,Validator,121.00
2736,Validator,121.00
2737,Validator,121.00
2738,Validator,121.00
2739,Validator,121.00
2740,Validator,121.00
2741,Validator,121.00
2742,Validator,121.00
2743,Validator,121.00
2744,Validator,121.00
2745,Validator,121.00
2746,Validator,121.00
2747,Validator,121.00
2748,Validator,121.00
2749,Validator,121.00
2750,Validator,121.00
2751,Validator,121.00
2752,Validator,121.00
2753,Validator,121.00
2754,Validator,121.00
2755,Validator,121.00
2756,Validator,121.00
2757,Validator,121.00
2758,Validator,121.10
2759,Validator,121.10
2760,Validator,121.10
2761,Validator,121.10
2762,Validator,121.10
2763,Validator,121.10
2764,Validator,121.10
2765,Validator,121.10
2766,Validator,121.10
2767,Validator,121.10
2768,Validator,121.10
2769,Validator,121.10
2770,Validator,121.10
2771,Validator,121.10
2772,Validator,121.10
2773,Validator,121.10
2774,Validator,121.10
2775,Validator,121.10
2776,Validator,121.10
2777,Validator,121.10
2778,Validator,121.10
2779,Validator,121.10
2780,Validator,121.10
2781,Validator,121.10
2782,Validator,121.10
2783,Validator,121.10
2784,Validator,121.10
2785,Validator,121.10
2786,Validator,121.10
2787,Validator,121.10
2788,Validator,121.10
2789,Validator,121.10
2790,Validator,121.10
2791,Validator,121.20
2792,Validator,121.10
2793,Validator,121.10
2794,Validator,121.10
2795,Validator,121.10
2796,Validator,121.10
2797,Validator,121.10
2798,Validator,121.10
2799,Validator,121.10
2800,Validator,121.10
2801,Validator,121.10
2802,Validator,121.10
2803,Validator,121.10
2804,Validator,121.10
2805,Validator,121.10
2806,Validator,121.10
2807,Validator,121.10
2808,Validator,121.10
2809,Validator,121.10
2810,Validator,121.10
2811,Validator,121.10
2812,Validator,121.10
2813,Validator,121.10
2814,Validator,121.10
2815,Validator,121.10
2816,Validator,121.10
2817,Validator,121.10
2818,Validator,121.30
2819,Validator,121.10
2820,Validator,121.20
2821,Validator,121.10
2822,Validator,121.10
2823,Validator,121.10
2824,Validator,121.20
2825,Validator,121.20
2826,Validator,121.20
2827,Validator,121.20
2828,Validator,121.20
2829,Validator,121.20
2830,Validator,121.20
2831,Validator,121.20
2832,Validator,121.20
2833,Validator,121.20
2834,Validator,121.20
2835,Validator,121.20
2836,Validator,121.20
2837,Validator,121.20
2838,Validator,121.20
2839,Validator,121.20
2840,Validator,121.20
2841,Validator,121.20
2842,Validator,121.20
2843,Validator,121.20
2844,Validator,121.20
2845,Validator,121.20
2846,Validator,121.20
2847,Validator,121.20
2848,Validator,121.20
2849,Validator,121.20
2850,Validator,121.20
2851,Validator,121.20
2852,Validator,121.20
2853,Validator,121.20
2854,Validator,121.20
2855,Validator,121.20
2856,Validator,121.20
2857,Validator,121.20
2858,Validator,121.20
2859,Validator,121.20
2860,Validator,121.20
2861,Validator,121.20
2862,Validator,121.20
2863,Validator,121.20
2864,Validator,121.20
2865,Validator,121.20
2866,Validator,121.20
2867,Validator,121.20
2868,Validator,121.20
2869,Validator,121.20
2870,Validator,121.20
2871,Validator,121.20
2872,Validator,121.20
2873,Validator,121.20
2874,Validator,121.20
2875,Validator,121.20
2876,Validator,121.30
2877,Validator,121.30
2878,Validator,121.30
2879,Validator,121.30
2880,Validator,121.30
2881,Validator,121.30
2882,Validator,121.30
2883,Validator,121.30
2884,Validator,121.30
2885,Validator,121.30
2886,Validator,121.30
2887,Validator,121.30
2888,Validator,121.30
2889,Validator,121.40
2890,Validator,121.40
2891,Validator,121.40
2892,Validator,121.40
2893,Validator,121.40
2894,Validator,121.40
2895,Validator,121.40
2896,Validator,121.40
2897,Validator,121.40
2898,Validator,121.40
2899,Validator,121.40
2900,Validator,121.40
2901,Validator,121.40
2902,Validator,121.40
2903,Validator,121.50
2904,Validator,121.50
2905,Validator,121.50
2906,Validator,121.50
2907,Validator,121.50
2908,Validator,121.50
2909,Validator,121.50
2910,Validator,121.50
2911,Validator,121.50
2912,Validator,121.50
2913,Validator,121.70
2914,Validator,121.60
2915,Validator,121.60
2916,Validator,121.60
2917,Validator,121.60
2918,Validator,121.70
2919,Validator,121.70
2920,Validator,121.80
2921,Validator,121.70
2922,Validator,121.70
2923,Validator,121.70
2924,Validator,121.70
2925,Validator,121.70
2926,Validator,121.70
2927,Validator,121.70
2928,Validator,121.70
2929,Validator,121.80
2930,Validator,121.80
2931,Validator,121.80
2932,Validator,121.80
2933,Validator,121.80
2934,Validator,121.80
2935,Validator,121.80
2936,Validator,121.80
2937,Validator,121.80
2938,Validator,121.80
2939,Validator,121.80
2940,Validator,121.80
2941,Validator,121.90
2942,Validator,121.90
2943,Validator,121.90
2944,Validator,121.90
2945,Validator,121.90
2946,Validator,121.90
2947,Validator,121.90
2948,Validator,122.40
2949,Validator,122.40
2950,Validator,123.00
2951,Validator,123.10
2952,Validator,123.10
2953,Validator,123.10
2954,Validator,123.20
2955,Validator,123.20
2956,Validator,123.30
2957,Validator,123.30
2958,Validator,123.30
2959,Validator,123.30
2960,Validator,123.30
2961,Validator,123.30
2962,Validator,123.30
2963,Validator,123.30
2964,Validator,123.30
2965,Validator,123.30
2966,Validator,123.30
2967,Validator,123.30
2968,Validator,123.40
2969,Validator,123.40
2970,Validator,123.40
2971,Validator,123.50
2972,Validator,123.40
2973,Validator,123.40
2974,Validator,123.40
2975,Validator,123.40
2976,Validator,123.40
2977,Validator,123.40
2978,Validator,123.40
2979,Validator,123.50
2980,Validator,123.50
2981,Validator,123.50
2982,Validator,123.50
2983,Validator,123.50
2984,Validator,123.50
2985,Validator,123.50
2986,Validator,123.50
2987,Validator,123.60
2988,Validator,123.60
2989,Validator,123.60
2990,Validator,123.60
2991,Validator,123.60
2992,Validator,123.60
2993,Validator,123.70
2994,Validator,123.70
2995,Validator,123.70
2996,Validator,120.10
2997,Validator,120.10
2998,Validator,120.10
2999,Validator,120.10
3000,Validator,120.20
3001,Validator,120.20
3002,Validator,120.20
3003,Validator,120.20
3004,Validator,120.20
3005,Validator,120.20
3006,Validator,120.20
3007,Validator,120.20
3008,Validator,120.30
3009,Validator,120.30
3010,Validator,122.30
3011,Validator,122.30
3012,Validator,122.30
3013,Validator,122.30
3014,Validator,122.50
3015,Validator,122.50
3016,Validator,122.50
3017,Validator,122.50
3018,Validator,122.50
3019,Validator,122.50
3020,Validator,122.50
3021,Validator,122.60
3022,Validator,122.60
3023,Validator,122.60
3024,Validator,122.60
3025,Validator,122.60
3026,Validator,122.60
3027,Validator,122.60
3028,Validator,122.60
3029,Validator,122.60
3030,Validator,122.60
3031,Validator,122.70
3032,Validator,122.70
3033,Validator,122.70
3034,Validator,122.70
3035,Validator,122.70
3036,Validator,122.70
3037,Validator,122.70
3038,Validator,122.70
3039,Validator,122.70
3040,Validator,122.80
3041,Validator,122.80
3042,Validator,122.80
3043,Validator,122.80
3044,Validator,122.80
3045,Validator,122.80
3046,Validator,122.80
3047,Validator,122.80
3048,Validator,122.80
3049,Validator,122.80
3050,Validator,122.90
3051,Validator,122.90
3052,Validator,122.90
3053,Validator,122.90
3054,Validator,122.90
3055,Validator,122.90
3056,Validator,122.90
3057,Validator,122.90
3058,Validator,123.00
3059,Validator,123.00
3060,Validator,123.00
3061,Validator,123.00
3062,Validator,123.00
3063,Validator,123.00
3064,Validator,123.00
3065,Validator,123.00
3066,Validator,123.00
3067,Validator,123.10
3068,Validator,123.10
3069,Validator,123.10
3070,Validator,123.10
3071,Validator,123.10
3072,Validator,123.10
3073,Validator,123.10
3074,Validator,123.10
3075,Validator,123.20
3076,Validator,123.20
3077,Validator,123.20
3078,Validator,123.20
3079,Validator,123.20
3080,Validator,123.20
3081,Validator,123.40
3082,Validator,123.20
3083,Validator,123.20
3084,Validator,123.30
3085,Validator,123.30
3086,Validator,123.30
3087,Validator,123.30
3088,Validator,123.30
3089,Validator,123.30
3090,Validator,123.30
3091,Validator,123.30
3092,Validator,123.30
3093,Validator,123.30
3094,Validator,123.40
3095,Validator,123.40
3096,Validator,123.40
3097,Validator,123.40
3098,Validator,123.40
3099,Validator,123.40
3100,Validator,123.40
3101,Validator,123.40
3102,Validator,123.50
3103,Validator,123.50
3104,Validator,123.50
3105,Validator,123.50
3106,Validator,123.50
3107,Validator,123.50
3108,Validator,123.50
3109,Validator,123.50
3110,Validator,123.50
3111,Validator,123.60
3112,Validator,123.60
3113,Validator,123.60
3114,Validator,123.60
3115,Validator,123.60
3116,Validator,123.60
3117,Validator,123.60
3118,Validator,123.60
3119,Validator,123.60
3120,Validator,123.60
3121,Validator,123.70
3122,Validator,123.70
3123,Validator,123.70
3124,Validator,123.70
3125,Validator,123.70
3126,Validator,123.80
3127,Validator,123.80
3128,Validator,123.80
3129,Validator,123.80
3130,Validator,123.80
3131,Validator,123.80
3132,Validator,123.80
3133,Validator,123.80
3134,Validator,123.80
3135,Validator,123.80
3136,Validator,123.90
3137,Validator,123.90
3138,Validator,123.90
3139,Validator,123.90
3140,Validator,123.90
3141,Validator,123.90
3142,Validator,123.90
3143,Validator,123.90
3144,Validator,123.90
3145,Validator,123.90
3146,Validator,124.00
3147,Validator,124.00
3148,Validator,124.00
3149,Validator,124.00
3150,Validator,124.00
3151,Validator,124.00
3152,Validator,124.00
3153,Validator,124.10
3154,Validator,124.10
3155,Validator,126.00
3156,Validator,126.00
3157,Validator,126.00
3158,Validator,126.00
3159,Validator,126.00
3160,Validator,126.00
3161,Validator,126.10
3162,Validator,126.10
3163,Validator,126.10
3164,Validator,126.10
3165,Validator,126.10
3166,Validator,126.10
3167,Validator,126.10
3168,Validator,126.10
3169,Validator,126.10
3170,Validator,126.10
3171,Validator,126.10
3172,Validator,126.20
3173,Validator,126.20
3174,Validator,126.20
3175,Validator,126.20
3176,Validator,126.20
3177,Validator,126.20
3178,Validator,126.20
3179,Validator,126.20
3180,Validator,126.20
3181,Validator,126.20
3182,Validator,126.20
3183,Validator,126.20
3184,Validator,126.30
3185,Validator,126.30
3186,Validator,126.30
3187,Validator,126.30
3188,Validator,126.30
3189,Validator,126.30
3190,Validator,126.30
3191,Validator,126.30
3192,Validator,126.30
3193,Validator,126.30
3194,Validator,126.30
3195,Validator,126.40
3196,Validator,126.40
3197,Validator,126.40
3198,Validator,126.40
3199,Validator,126.30
3200,Validator,126.30
3201,Validator,126.40
3202,Validator,126.40
3203,Validator,126.40
3204,Validator,126.40
3205,Validator,126.40
3206,Validator,126.40
3207,Validator,126.40
3208,Validator,126.40
3209,Validator,126.40
3210,Validator,126.40
3211,Validator,126.40
3212,Validator,126.40
3213,Validator,126.40
3214,Validator,126.40
3215,Validator,126.40
3216,Validator,126.40
3217,Validator,126.40
3218,Validator,126.40
3219,Validator,126.40
3220,Validator,126.40
3221,Validator,126.40
3222,Validator,126.40
3223,Validator,126.40
3224,Validator,126.40
3225,Validator,126.40
3226,Validator,126.40
3227,Validator,126.40
3228,Validator,126.40
3229,Validator,126.40
3230,Validator,126.40
3231,Validator,126.40
3232,Validator,126.40
3233,Validator,126.40
3234,Validator,126.40
3235,Validator,126.40
3236,Validator,126.40
3237,Validator,126.40
3238,Validator,126.40
3239,Validator,126.40
3240,Validator,126.40
3241,Validator,126.40
3242,Validator,126.40
3243,Validator,126.40
3244,Validator,126.40
3245,Validator,126.40
3246,Validator,126.40
3247,Validator,126.40
3248,Validator,126.40
3249,Validator,126.40
3250,Validator,126.40
3251,Validator,126.40
3252,Validator,126.40
3253,Validator,126.40
3254,Validator,126.40
3255,Validator,126.40
3256,Validator,126.40
3257,Validator,126.50
3258,Validator,126.50
3259,Validator,126.50
3260,Validator,126.50
3261,Validator,126.50
3262,Validator,126.50
3263,Validator,126.50
3264,Validator,126.50
3265,Validator,126.50
3266,Validator,126.50
3267,Validator,126.50
3268,Validator,126.50
3269,Validator,126.50
3270,Validator,126.50
3271,Validator,126.50
3272,Validator,126.50
3273,Validator,126.50
3274,Validator,126.50
3275,Validator,126.50
3276,Validator,126.50
3277,Validator,126.50
3278,Validator,126.50
3279,Validator,126.50
3280,Validator,126.50
3281,Validator,126.50
3282,Validator,126.50
3283,Validator,126.50
3284,Validator,126.50
3285,Validator,126.50
3286,Validator,126.50
3287,Validator,126.50
3288,Validator,126.50
3289,Validator,126.50
3290,Validator,126.50
3291,Validator,126.50
3292,Validator,126.50
3293,Validator,126.50
3294,Validator,126.50
3295,Validator,126.50
3296,Validator,126.50
3297,Validator,126.50
3298,Validator,126.50
3299,Validator,126.50
3300,Validator,126.50
3301,Validator,126.50
3302,Validator,126.50
3303,Validator,126.50
3304,Validator,126.50
3305,Validator,126.50
3306,Validator,126.50
3307,Validator,126.50
3308,Validator,126.50
3309,Validator,126.50
3310,Validator,126.50
3311,Validator,126.50
3312,Validator,126.50
3313,Validator,126.50
3314,Validator,126.60
3315,Validator,126.60
3316,Validator,126.60
3317,Validator,126.60
3318,Validator,126.60
3319,Validator,126.60
3320,Validator,126.60
3321,Validator,126.60
3322,Validator,126.60
3323,Validator,126.60
3324,Validator,126.60
3325,Validator,126.60
3326,Validator,126.60
3327,Validator,126.60
3328,Validator,126.60
3329,Validator,126.60
3330,Validator,126.60
3331,Validator,126.60
3332,Validator,126.60
3333,Validator,126.60
3334,Validator,126.60
3335,Validator,126.60
3336,Validator,126.60
3337,Validator,126.60
3338,Validator,126.60
3339,Validator,126.60
3340,Validator,126.60
3341,Validator,126.60
3342,Validator,126.60
3343,Validator,126.60
3344,Validator,126.60
3345,Validator,126.60
3346,Validator,126.60
3347,Validator,126.60
3348,Validator,126.60
3349,Validator,126.60
3350,Validator,126.60
3351,Validator,126.60
3352,Validator,126.60
3353,Validator,126.60
3354,Validator,126.60
3355,Validator,126.60
3356,Validator,126.60
3357,Validator,126.60
3358,Validator,126.60
3359,Validator,126.90
3360,Validator,126.90
3361,Validator,126.90
3362,Validator,127.00
3363,Validator,126.90
3364,Validator,126.90
3365,Validator,126.90
3366,Validator,126.90
3367,Validator,126.90
3368,Validator,126.90
3369,Validator,126.90
3370,Validator,126.90
3371,Validator,126.90
3372,Validator,126.90
3373,Validator,127.20
3374,Validator,127.20
3375,Validator,127.20
3376,Validator,127.20
3377,Validator,127.20
3378,Validator,127.20
3379,Validator,127.20
3380,Validator,127.20
3381,Validator,127.20
3382,Validator,127.20
3383,Validator,127.20
3384,Validator,127.20
3385,Validator,127.20
3386,Validator,127.20
3387,Validator,128.00
3388,Validator,128.00
3389,Validator,128.00
3390,Validator,128.00
3391,Validator,128.00
3392,Validator,128.00
3393,Validator,128.00
3394,Validator,128.00
3395,Validator,128.00
3396,Validator,128.00
3397,Validator,128.00
3398,Validator,128.00
3399,Validator,128.00
3400,Validator,128.00
3401,Validator,128.00
3402,Validator,128.00
3403,Validator,128.00
3404,Validator,128.00
3405,Validator,128.00
3406,Validator,128.00
3407,Validator,128.00
3408,Validator,128.00
3409,Validator,128.00
3410,Validator,128.00
3411,Validator,128.00
3412,Validator,128.00
3413,Validator,128.00
3414,Validator,128.00
3415,Validator,128.00
3416,Validator,128.00
3417,Validator,128.30
3418,Validator,128.30
3419,Validator,128.30
3420,Validator,128.30
3421,Validator,128.30
3422,Validator,128.30
3423,Validator,128.30
3424,Validator,128.30
3425,Validator,128.30
3426,Validator,128.30
3427,Validator,128.30
3428,Validator,128.30
3429,Validator,128.30
3430,Validator,128.30
3431,Validator,128.30
3432,Validator,128.30
3433,Validator,128.30
3434,Validator,128.30
3435,Validator,128.30
3436,Validator,128.30
3437,Validator,128.30
3438,Validator,128.30
3439,Validator,128.30
3440,Validator,128.30
3441,Validator,128.30
3442,Validator,128.40
3443,Validator,128.40
3444,Validator,128.40
3445,Validator,128.40
3446,Validator,128.40
3447,Validator,128.40
3448,Validator,128.40
3449,Validator,128.40
3450,Validator,128.40
3451,Validator,128.40
3452,Validator,128.40
3453,Validator,128.40
3454,Validator,128.40
3455,Validator,128.40
3456,Validator,128.40
3457,Validator,128.40
3458,Validator,128.40
3459,Validator,128.40
3460,Validator,128.40
3461,Validator,128.40
3462,Validator,128.40
3463,Validator,128.40
3464,Validator,128.40
3465,Validator,128.40
3466,Validator,128.40
3467,Validator,128.40
3468,Validator,128.40
3469,Validator,128.40
3470,Validator,128.40
3471,Validator,128.40
3472,Validator,128.40
3473,Validator,128.40
3474,Validator,128.40
3475,Validator,128.40
3476,Validator,128.40
3477,Validator,128.40
3478,Validator,128.40
3479,Validator,128.40
3480,Validator,128.40
3481,Validator,128.40
3482,Validator,128.40
3483,Validator,128.40
3484,Validator,128.40
3485,Validator,128.40
3486,Validator,128.40
3487,Validator,128.40
3488,Validator,128.40
3489,Validator,128.40
3490,Validator,128.40
3491,Validator,128.40
3492,Validator,128.40
3493,Validator,128.40
3494,Validator,128.40
3495,Validator,128.40
3496,Validator,128.40
3497,Validator,128.40
3498,Validator,128.40
3499,Validator,128.40
3500,Validator,128.50
3501,Validator,128.50
3502,Validator,128.50
3503,Validator,128.50
3504,Validator,128.50
3505,Validator,128.50
3506,Validator,128.50
3507,Validator,128.50
3508,Validator,128.50
3509,Validator,128.60
3510,Validator,128.60
3511,Validator,128.60
3512,Validator,128.60
3513,Validator,128.60
3514,Validator,128.60
3515,Validator,128.60
3516,Validator,128.60
3517,Validator,128.60
3518,Validator,128.60
3519,Validator,128.60
3520,Validator,128.60
3521,Validator,128.60
3522,Validator,128.60
3523,Validator,128.60
3524,Validator,128.60
3525,Validator,128.60
3526,Validator,128.60
3527,Validator,128.60
3528,Validator,128.60
3529,Validator,128.60
3530,Validator,128.80
3531,Validator,128.70
3532,Validator,128.70
3533,Validator,128.70
3534,Validator,128.70
3535,Validator,128.70
3536,Validator,128.70
3537,Validator,128.70
3538,Validator,128.70
3539,Validator,128.70
3540,Validator,128.70
3541,Validator,128.70
3542,Validator,128.70
3543,Validator,128.70
3544,Validator,128.70
3545,Validator,128.70
3546,Validator,128.80
3547,Validator,128.80
3548,Validator,128.80
3549,Validator,128.80
3550,Validator,128.80
3551,Validator,128.80
3552,Validator,128.80
3553,Validator,128.80
3554,Validator,128.80
3555,Validator,128.80
3556,Validator,128.80
3557,Validator,128.90
3558,Validator,128.80
3559,Validator,128.80
3560,Validator,128.80
3561,Validator,128.80
3562,Validator,128.80
3563,Validator,128.80
3564,Validator,128.80
3565,Validator,128.90
3566,Validator,128.90
3567,Validator,128.90
3568,Validator,128.90
3569,Validator,128.90
3570,Validator,128.90
3571,Validator,128.90
3572,Validator,128.90
3573,Validator,128.90
3574,Validator,128.90
3575,Validator,128.90
3576,Validator,128.90
3577,Validator,128.90
3578,Validator,128.90
3579,Validator,129.00
3580,Validator,129.20
3581,Validator,129.10
3582,Validator,129.20
3583,Validator,129.20
3584,Validator,129.40
3585,Validator,129.40
3586,Validator,129.50
3587,Validator,129.50
3588,Validator,129.60
3589,Validator,129.60
3590,Validator,129.70
3591,Validator,129.70
3592,Validator,129.80
3593,Validator,129.80
3594,Validator,129.80
3595,Validator,129.80
3596,Validator,129.90
3597,Validator,129.90
3598,Validator,130.00
3599,Validator,130.00
3600,Validator,130.00
3601,Validator,130.00
3602,Validator,130.10
3603,Validator,130.10
3604,Validator,130.10
3605,Validator,130.20
3606,Validator,130.20
3607,Validator,130.20
3608,Validator,130.20
3609,Validator,130.30
3610,Validator,130.30
3611,Validator,130.30
3612,Validator,130.30
3613,Validator,130.40
3614,Validator,130.40
3615,Validator,130.40
3616,Validator,130.40
3617,Validator,130.50
3618,Validator,130.50
3619,Validator,130.50
3620,Validator,130.50
3621,Validator,130.60
3622,Validator,130.60
3623,Validator,130.60
3624,Validator,130.60
3625,Validator,130.60
3626,Validator,130.60
3627,Validator,130.60
3628,Validator,130.60
3629,Validator,130.70
3630,Validator,130.70
3631,Validator,130.70
3632,Validator,130.70
3633,Validator,130.70
3634,Validator,130.80
3635,Validator,130.80
3636,Validator,130.80
3637,Validator,130.80
3638,Validator,130.80
3639,Validator,130.80
3640,Validator,130.80
3641,Validator,130.80
3642,Validator,130.80
3643,Validator,130.80
3644,Validator,130.90
3645,Validator,130.90
3646,Validator,130.90
3647,Validator,130.90
3648,Validator,130.90
3649,Validator,130.90
3650,Validator,130.90
3651,Validator,130.90
3652,Validator,130.90
3653,Validator,130.90
3654,Validator,131.00
3655,Validator,132.20
3656,Validator,132.20
3657,Validator,132.20
3658,Validator,132.20
3659,Validator,132.20
3660,Validator,132.20
3661,Validator,132.20
3662,Validator,132.20
3663,Validator,132.30
3664,Validator,132.30
3665,Validator,132.30
3666,Validator,132.30
3667,Validator,132.30
3668,Validator,132.30
3669,Validator,132.30
3670,Validator,132.30
3671,Validator,132.30
3672,Validator,132.30
3673,Validator,132.30
3674,Validator,132.30
3675,Validator,132.30
3676,Validator,132.30
3677,Validator,132.70
3678,Validator,132.70
3679,Validator,132.80
3680,Validator,132.90
3681,Validator,132.90
3682,Validator,132.90
3683,Validator,132.90
3684,Validator,132.90
3685,Validator,132.90
3686,Validator,132.90
3687,Validator,132.90
3688,Validator,132.90
3689,Validator,132.90
3690,Validator,132.90
3691,Validator,132.90
3692,Validator,133.00
3693,Validator,133.00
3694,Validator,133.00
3695,Validator,133.00
3696,Validator,133.00
3697,Validator,133.00
3698,Validator,133.00
3699,Validator,133.00
3700,Validator,133.00
3701,Validator,133.00
3702,Validator,133.00
3703,Validator,133.10
3704,Validator,133.00
3705,Validator,133.00
3706,Validator,133.00
3707,Validator,133.10
3708,Validator,133.10
3709,Validator,133.10
3710,Validator,133.10
3711,Validator,133.10
3712,Validator,133.10
3713,Validator,133.10
3714,Validator,133.10
3715,Validator,133.10
3716,Validator,133.10
3717,Validator,133.10
3718,Validator,133.10
3719,Validator,133.10
3720,Validator,133.10
3721,Validator,133.10
3722,Validator,133.10
3723,Validator,133.20
3724,Validator,133.20
3725,Validator,133.20
3726,Validator,133.20
3727,Validator,133.20
3728,Validator,136.80
3729,Validator,136.80
3730,Validator,136.80
3731,Validator,136.80
3732,Validator,136.80
3733,Validator,136.80
3734,Validator,136.90
3735,Validator,136.90
3736,Validator,136.90
3737,Validator,136.90
3738,Validator,136.90
3739,Validator,136.90
3740,Validator,136.90
3741,Validator,136.90
3742,Validator,136.90
3743,Validator,136.90
3744,Validator,136.90
3745,Validator,136.90
3746,Validator,136.90
3747,Validator,136.90
3748,Validator,136.90
3749,Validator,136.90
3750,Validator,136.90
3751,Validator,136.90
3752,Validator,136.90
3753,Validator,136.90
3754,Validator,136.90
3755,Validator,137.00
3756,Validator,137.00
3757,Validator,137.00
3758,Validator,137.00
3759,Validator,137.00
3760,Validator,137.00
3761,Validator,137.00
3762,Validator,137.00
3763,Validator,137.00
3764,Validator,137.00
3765,Validator,137.00
3766,Validator,137.00
3767,Validator,137.00
3768,Validator,137.00
3769,Validator,137.00
3770,Validator,137.00
3771,Validator,137.00
3772,Validator,137.20
3773,Validator,137.00
3774,Validator,137.20
3775,Validator,137.10
3776,Validator,137.10
3777,Validator,137.10
3778,Validator,137.10
3779,Validator,137.10
3780,Validator,137.10
3781,Validator,137.10
3782,Validator,137.10
3783,Validator,137.10
3784,Validator,137.10
3785,Validator,137.10
3786,Validator,137.10
3787,Validator,137.10
3788,Validator,137.10
3789,Validator,137.10
3790,Validator,137.10
3791,Validator,137.10
3792,Validator,137.20
3793,Validator,137.10
3794,Validator,137.20
3795,Validator,137.20
3796,Validator,137.20
3797,Validator,137.20
3798,Validator,137.20
3799,Validator,137.20
3800,Validator,137.20
3801,Validator,137.20
3802,Validator,137.20
3803,Validator,137.20
3804,Validator,137.20
3805,Validator,137.20
3806,Validator,137.20
3807,Validator,137.20
3808,Validator,137.20
3809,Validator,137.30
3810,Validator,137.30
3811,Validator,137.30
3812,Validator,137.30
3813,Validator,137.30
3814,Validator,137.30
3815,Validator,137.30
3816,Validator,137.30
3817,Validator,137.30
3818,Validator,137.30
3819,Validator,137.30
3820,Validator,137.30
3821,Validator,137.30
3822,Validator,137.30
3823,Validator,137.30
3824,Validator,137.40
3825,Validator,137.40
3826,Validator,137.40
3827,Validator,137.50
3828,Validator,137.40
3829,Validator,137.40
3830,Validator,137.40
3831,Validator,137.40
3832,Validator,137.40
3833,Validator,137.40
3834,Validator,137.40
3835,Validator,137.60
3836,Validator,137.40
3837,Validator,137.40
3838,Validator,137.40
3839,Validator,137.50
3840,Validator,137.50
3841,Validator,137.50
3842,Validator,137.50
3843,Validator,137.50
3844,Validator,137.50
3845,Validator,137.50
3846,Validator,137.50
3847,Validator,137.50
3848,Validator,137.50
3849,Validator,137.50
3850,Validator,137.50
3851,Validator,137.50
3852,Validator,137.50
3853,Validator,137.50
3854,Validator,137.50
3855,Validator,137.50
3856,Validator,137.50
3857,Validator,137.60
3858,Validator,137.70
3859,Validator,137.70
3860,Validator,137.70
3861,Validator,137.70
3862,Validator,137.70
3863,Validator,137.70
3864,Validator,137.70
3865,Validator,137.70
3866,Validator,137.70
3867,Validator,137.70
3868,Validator,137.70
3869,Validator,137.70
3870,Validator,137.70
3871,Validator,137.70
3872,Validator,137.80
3873,Validator,137.80
3874,Validator,137.80
3875,Validator,137.80
3876,Validator,137.80
3877,Validator,137.80
3878,Validator,137.80
3879,Validator,137.80
3880,Validator,137.80
3881,Validator,137.80
3882,Validator,137.80
3883,Validator,137.80
3884,Validator,137.80
3885,Validator,137.80
3886,Validator,137.80
3887,Validator,137.90
3888,Validator,137.90
3889,Validator,137.90
3890,Validator,137.90
3891,Validator,137.90
3892,Validator,137.90
3893,Validator,137.90
