Time (in seconds),Validator,CPU Used
2627,Validator,3.97
2628,Validator,2.14
2629,Validator,2.70
2630,Validator,0.48
2631,Validator,2.18
2632,Validator,4.15
2633,Validator,0.21
2634,Validator,2.26
2635,Validator,1.23
2636,Validator,0.09
2637,Validator,2.09
2638,Validator,1.31
2639,Validator,0.81
2640,Validator,0.42
2641,Validator,2.92
2642,Validator,0.08
2643,Validator,0.93
2644,Validator,1.33
2645,Validator,0.93
2646,Validator,0.18
2647,Validator,3.37
2648,Validator,4.22
2649,Validator,0.20
2650,Validator,4.62
2651,Validator,0.74
2652,Validator,3.02
2653,Validator,1.14
2654,Validator,3.89
2655,Validator,0.25
2656,Validator,1.89
2657,Validator,0.28
2658,Validator,0.81
2659,Validator,1.55
2660,Validator,1.80
2661,Validator,0.23
2662,Validator,1.26
2663,Validator,1.52
2664,Validator,1.37
2665,Validator,1.30
2666,Validator,1.19
2667,Validator,1.58
2668,Validator,1.13
2669,Validator,7.44
2670,Validator,0.27
2671,Validator,3.94
2672,Validator,1.52
2673,Validator,4.34
2674,Validator,0.40
2675,Validator,3.95
2676,Validator,0.20
2677,Validator,1.07
2678,Validator,1.68
2679,Validator,0.42
2680,Validator,1.27
2681,Validator,1.49
2682,Validator,0.21
2683,Validator,1.18
2684,Validator,1.44
2685,Validator,0.88
2686,Validator,0.56
2687,Validator,2.88
2688,Validator,5.16
2689,Validator,0.12
2690,Validator,5.02
2691,Validator,0.24
2692,Validator,3.67
2693,Validator,1.05
2694,Validator,6.25
2695,Validator,0.25
2696,Validator,4.44
2697,Validator,0.66
2698,Validator,0.23
2699,Validator,0.83
2700,Validator,1.71
2701,Validator,0.18
2702,Validator,1.13
2703,Validator,1.10
2704,Validator,1.32
2705,Validator,1.50
2706,Validator,1.34
2707,Validator,0.37
2708,Validator,0.92
2709,Validator,1.23
2710,Validator,0.62
2711,Validator,5.06
2712,Validator,1.37
2713,Validator,4.08
2714,Validator,2.78
2715,Validator,3.39
2716,Validator,0.28
2717,Validator,3.01
2718,Validator,1.29
2719,Validator,0.44
2720,Validator,0.46
2721,Validator,0.70
2722,Validator,0.09
2723,Validator,0.25
2724,Validator,15.49
2725,Validator,0.52
2726,Validator,0.42
2727,Validator,1.66
2728,Validator,0.88
2729,Validator,0.81
2730,Validator,1.44
2731,Validator,1.12
2732,Validator,5.06
2733,Validator,2.74
2734,Validator,4.49
2735,Validator,0.31
2736,Validator,3.79
2737,Validator,0.94
2738,Validator,7.05
2739,Validator,2.53
2740,Validator,3.40
2741,Validator,0.24
2742,Validator,2.67
2743,Validator,2.27
2744,Validator,0.06
2745,Validator,2.40
2746,Validator,1.12
2747,Validator,0.46
2748,Validator,0.50
2749,Validator,0.92
2750,Validator,0.27
2751,Validator,1.13
2752,Validator,2.13
2753,Validator,0.11
2754,Validator,1.06
2755,Validator,5.79
2756,Validator,0.85
2757,Validator,3.30
2758,Validator,2.39
2759,Validator,3.78
2760,Validator,1.24
2761,Validator,5.20
2762,Validator,0.44
2763,Validator,3.33
2764,Validator,2.32
2765,Validator,0.58
2766,Validator,0.71
2767,Validator,1.48
2768,Validator,1.76
2769,Validator,0.04
2770,Validator,1.28
2771,Validator,0.17
2772,Validator,0.46
2773,Validator,1.25
2774,Validator,0.89
2775,Validator,0.10
2776,Validator,5.43
2777,Validator,1.20
2778,Validator,2.56
2779,Validator,1.93
2780,Validator,3.44
2781,Validator,1.00
2782,Validator,4.83
2783,Validator,1.75
2784,Validator,0.24
2785,Validator,1.71
2786,Validator,1.47
2787,Validator,0.27
2788,Validator,0.69
2789,Validator,0.92
2790,Validator,0.13
2791,Validator,1.21
2792,Validator,0.93
2793,Validator,0.13
2794,Validator,0.81
2795,Validator,1.75
2796,Validator,0.47
2797,Validator,5.17
2798,Validator,1.03
2799,Validator,2.53
2800,Validator,1.30
2801,Validator,4.68
2802,Validator,0.77
2803,Validator,4.62
2804,Validator,1.43
2805,Validator,0.21
2806,Validator,1.77
2807,Validator,2.57
2808,Validator,0.43
2809,Validator,0.74
2810,Validator,1.56
2811,Validator,0.32
2812,Validator,0.11
2813,Validator,1.61
2814,Validator,0.09
2815,Validator,0.15
2816,Validator,1.82
2817,Validator,0.38
2818,Validator,2.15
2819,Validator,0.57
2820,Validator,5.08
2821,Validator,0.36
2822,Validator,4.18
2823,Validator,0.52
2824,Validator,3.70
2825,Validator,1.59
2826,Validator,3.29
2827,Validator,0.77
2828,Validator,1.86
2829,Validator,1.64
2830,Validator,1.25
2831,Validator,0.42
2832,Validator,1.01
2833,Validator,0.03
2834,Validator,0.27
2835,Validator,0.68
2836,Validator,0.19
2837,Validator,0.34
2838,Validator,1.58
2839,Validator,0.06
2840,Validator,0.43
2841,Validator,7.18
2842,Validator,0.07
2843,Validator,6.85
2844,Validator,1.99
2845,Validator,3.18
2846,Validator,1.15
2847,Validator,6.25
2848,Validator,1.38
2849,Validator,3.13
2850,Validator,1.85
2851,Validator,0.50
2852,Validator,0.75
2853,Validator,1.14
2854,Validator,0.88
2855,Validator,0.07
2856,Validator,1.65
2857,Validator,1.07
2858,Validator,0.19
2859,Validator,0.69
2860,Validator,14.25
2861,Validator,0.32
2862,Validator,0.65
2863,Validator,1.52
2864,Validator,2.97
2865,Validator,0.37
2866,Validator,3.44
2867,Validator,0.18
2868,Validator,5.30
2869,Validator,1.20
2870,Validator,4.92
2871,Validator,1.33
2872,Validator,1.33
2873,Validator,0.77
2874,Validator,0.62
2875,Validator,1.46
2876,Validator,0.03
2877,Validator,0.46
2878,Validator,0.89
2879,Validator,1.01
2880,Validator,0.80
2881,Validator,2.46
2882,Validator,0.03
2883,Validator,0.54
2884,Validator,1.09
2885,Validator,3.37
2886,Validator,0.53
2887,Validator,4.96
2888,Validator,0.16
2889,Validator,4.14
2890,Validator,0.45
2891,Validator,0.83
2892,Validator,0.34
2893,Validator,1.49
2894,Validator,0.41
2895,Validator,0.26
2896,Validator,1.70
2897,Validator,0.19
2898,Validator,0.97
2899,Validator,1.56
2900,Validator,0.78
2901,Validator,0.45
2902,Validator,2.05
2903,Validator,0.23
2904,Validator,3.30
2905,Validator,15.77
2906,Validator,3.67
2907,Validator,0.08
2908,Validator,4.18
2909,Validator,0.68
2910,Validator,4.41
2911,Validator,1.96
2912,Validator,2.81
2913,Validator,0.36
2914,Validator,1.18
2915,Validator,1.21
2916,Validator,0.12
2917,Validator,1.20
2918,Validator,3.66
2919,Validator,0.09
2920,Validator,1.57
2921,Validator,1.02
2922,Validator,0.16
2923,Validator,1.14
2924,Validator,1.67
2925,Validator,2.40
2926,Validator,0.46
2927,Validator,4.17
2928,Validator,0.59
2929,Validator,3.41
2930,Validator,3.06
2931,Validator,4.78
2932,Validator,0.11
2933,Validator,4.71
2934,Validator,0.13
2935,Validator,0.57
2936,Validator,0.53
2937,Validator,0.15
2938,Validator,0.07
2939,Validator,2.20
2940,Validator,0.25
2941,Validator,0.55
2942,Validator,1.08
2943,Validator,1.05
2944,Validator,0.05
2945,Validator,2.47
2946,Validator,0.40
2947,Validator,0.82
2948,Validator,4.83
2949,Validator,2.13
2950,Validator,3.11
2951,Validator,1.59
2952,Validator,3.34
2953,Validator,0.12
2954,Validator,6.36
2955,Validator,0.74
2956,Validator,0.82
2957,Validator,1.19
2958,Validator,2.12
2959,Validator,0.28
2960,Validator,2.49
2961,Validator,1.37
2962,Validator,0.43
2963,Validator,0.95
2964,Validator,2.43
2965,Validator,0.12
2966,Validator,1.02
2967,Validator,1.51
2968,Validator,0.37
2969,Validator,0.58
2970,Validator,1.63
2971,Validator,4.86
2972,Validator,1.14
2973,Validator,4.31
2974,Validator,0.31
2975,Validator,4.07
2976,Validator,2.37
2977,Validator,4.94
2978,Validator,0.11
2979,Validator,4.51
2980,Validator,0.74
2981,Validator,0.07
2982,Validator,2.11
2983,Validator,1.05
2984,Validator,0.49
2985,Validator,2.29
2986,Validator,0.50
2987,Validator,0.29
2988,Validator,0.89
2989,Validator,1.51
2990,Validator,0.04
2991,Validator,0.68
2992,Validator,1.38
2993,Validator,0.24
2994,Validator,4.69
2995,Validator,1.67
2996,Validator,7.42
2997,Validator,1.08
2998,Validator,6.28
2999,Validator,0.18
3000,Validator,5.71
3001,Validator,2.14
3002,Validator,0.15
3003,Validator,1.21
3004,Validator,0.87
3005,Validator,0.04
3006,Validator,0.64
3007,Validator,1.28
3008,Validator,0.23
3009,Validator,1.05
3010,Validator,2.24
3011,Validator,0.49
3012,Validator,0.84
3013,Validator,1.68
3014,Validator,0.24
3015,Validator,4.92
3016,Validator,1.73
3017,Validator,3.15
3018,Validator,0.42
3019,Validator,4.01
3020,Validator,0.56
3021,Validator,4.12
3022,Validator,1.27
3023,Validator,0.09
3024,Validator,0.58
3025,Validator,1.24
3026,Validator,1.76
3027,Validator,0.73
3028,Validator,4.08
3029,Validator,1.39
3030,Validator,0.14
3031,Validator,1.11
3032,Validator,0.60
3033,Validator,0.11
3034,Validator,0.79
3035,Validator,2.78
3036,Validator,1.03
3037,Validator,0.34
3038,Validator,5.10
3039,Validator,0.05
3040,Validator,3.97
3041,Validator,1.10
3042,Validator,6.06
3043,Validator,1.31
3044,Validator,5.25
3045,Validator,0.36
3046,Validator,0.44
3047,Validator,3.32
3048,Validator,0.55
3049,Validator,0.44
3050,Validator,1.95
3051,Validator,0.56
3052,Validator,0.32
3053,Validator,0.95
3054,Validator,0.18
3055,Validator,0.14
3056,Validator,1.82
3057,Validator,0.19
3058,Validator,0.36
3059,Validator,5.32
3060,Validator,0.80
3061,Validator,4.31
3062,Validator,2.85
3063,Validator,4.42
3064,Validator,0.48
3065,Validator,3.89
3066,Validator,0.78
3067,Validator,0.51
3068,Validator,2.48
3069,Validator,1.48
3070,Validator,0.58
3071,Validator,0.70
3072,Validator,0.38
3073,Validator,0.13
3074,Validator,0.41
3075,Validator,2.32
3076,Validator,0.19
3077,Validator,1.41
3078,Validator,0.32
3079,Validator,0.29
3080,Validator,0.85
3081,Validator,1.55
3082,Validator,4.00
3083,Validator,0.29
3084,Validator,5.68
3085,Validator,0.52
3086,Validator,4.29
3087,Validator,1.61
3088,Validator,3.82
3089,Validator,0.37
3090,Validator,4.13
3091,Validator,0.51
3092,Validator,0.04
3093,Validator,1.33
3094,Validator,1.62
3095,Validator,0.06
3096,Validator,3.35
3097,Validator,0.28
3098,Validator,0.54
3099,Validator,1.94
3100,Validator,1.66
3101,Validator,1.12
3102,Validator,1.44
3103,Validator,1.11
3104,Validator,0.23
3105,Validator,4.19
3106,Validator,1.03
3107,Validator,3.13
3108,Validator,1.86
3109,Validator,4.92
3110,Validator,0.15
3111,Validator,4.95
3112,Validator,1.58
3113,Validator,0.18
3114,Validator,0.83
3115,Validator,0.70
3116,Validator,0.06
3117,Validator,0.62
3118,Validator,1.58
3119,Validator,0.01
3120,Validator,0.22
3121,Validator,2.11
3122,Validator,0.14
3123,Validator,0.82
3124,Validator,0.72
3125,Validator,0.17
3126,Validator,2.37
3127,Validator,1.73
3128,Validator,4.90
3129,Validator,0.06
3130,Validator,4.22
3131,Validator,0.29
3132,Validator,9.95
3133,Validator,2.84
3134,Validator,2.82
3135,Validator,0.15
3136,Validator,2.29
3137,Validator,0.53
3138,Validator,0.16
3139,Validator,1.63
3140,Validator,0.79
3141,Validator,0.07
3142,Validator,0.49
3143,Validator,0.83
3144,Validator,0.21
3145,Validator,0.80
3146,Validator,1.88
3147,Validator,1.68
3148,Validator,0.66
3149,Validator,3.53
3150,Validator,0.30
3151,Validator,4.64
3152,Validator,1.90
3153,Validator,4.30
3154,Validator,0.70
3155,Validator,7.74
3156,Validator,0.39
3157,Validator,0.74
3158,Validator,1.51
3159,Validator,0.15
3160,Validator,0.76
3161,Validator,2.47
3162,Validator,0.81
3163,Validator,0.42
3164,Validator,2.08
3165,Validator,0.21
3166,Validator,0.23
3167,Validator,1.09
3168,Validator,0.27
3169,Validator,0.27
3170,Validator,5.37
3171,Validator,0.20
3172,Validator,4.13
3173,Validator,0.79
3174,Validator,5.03
3175,Validator,0.46
3176,Validator,5.91
3177,Validator,1.76
3178,Validator,3.22
3179,Validator,2.49
3180,Validator,1.80
3181,Validator,0.18
3182,Validator,1.42
3183,Validator,1.19
3184,Validator,0.27
3185,Validator,1.10
3186,Validator,2.57
3187,Validator,0.14
3188,Validator,1.52
3189,Validator,1.13
3190,Validator,0.08
3191,Validator,0.24
3192,Validator,1.53
3193,Validator,4.16
3194,Validator,0.34
3195,Validator,3.61
3196,Validator,1.47
3197,Validator,3.74
3198,Validator,1.08
3199,Validator,6.24
3200,Validator,0.38
3201,Validator,5.16
3202,Validator,0.76
3203,Validator,0.52
3204,Validator,1.85
3205,Validator,1.96
3206,Validator,0.19
3207,Validator,2.01
3208,Validator,1.53
3209,Validator,0.22
3210,Validator,0.20
3211,Validator,2.02
3212,Validator,0.06
3213,Validator,0.98
3214,Validator,1.28
3215,Validator,0.99
3216,Validator,3.48
3217,Validator,2.60
3218,Validator,3.99
3219,Validator,0.88
3220,Validator,3.53
3221,Validator,0.54
3222,Validator,4.84
3223,Validator,9.27
3224,Validator,0.71
3225,Validator,0.25
3226,Validator,1.49
3227,Validator,0.13
3228,Validator,0.92
3229,Validator,2.00
3230,Validator,1.12
3231,Validator,0.38
3232,Validator,2.98
3233,Validator,0.79
3234,Validator,0.87
3235,Validator,0.79
3236,Validator,2.14
3237,Validator,2.55
3238,Validator,2.21
3239,Validator,4.82
3240,Validator,0.26
3241,Validator,4.21
3242,Validator,1.56
3243,Validator,4.14
3244,Validator,0.83
3245,Validator,4.41
3246,Validator,0.21
3247,Validator,0.35
3248,Validator,1.59
3249,Validator,0.65
3250,Validator,0.41
3251,Validator,2.21
3252,Validator,0.79
3253,Validator,0.51
3254,Validator,1.55
3255,Validator,1.25
3256,Validator,0.04
3257,Validator,1.09
3258,Validator,1.18
3259,Validator,0.47
3260,Validator,1.07
3261,Validator,0.60
3262,Validator,2.73
3263,Validator,0.57
3264,Validator,4.89
3265,Validator,0.03
3266,Validator,4.26
3267,Validator,0.83
3268,Validator,4.50
3269,Validator,0.37
3270,Validator,5.36
3271,Validator,0.15
3272,Validator,0.54
3273,Validator,1.94
3274,Validator,0.31
3275,Validator,0.31
3276,Validator,1.18
3277,Validator,0.05
3278,Validator,0.07
3279,Validator,0.81
3280,Validator,0.13
3281,Validator,0.26
3282,Validator,1.98
3283,Validator,1.58
3284,Validator,0.17
3285,Validator,4.47
3286,Validator,0.92
3287,Validator,4.71
3288,Validator,1.00
3289,Validator,7.26
3290,Validator,0.12
3291,Validator,5.27
3292,Validator,0.83
3293,Validator,2.59
3294,Validator,1.26
3295,Validator,1.10
3296,Validator,0.11
3297,Validator,0.35
3298,Validator,1.58
3299,Validator,0.52
3300,Validator,0.47
3301,Validator,2.66
3302,Validator,0.90
3303,Validator,0.26
3304,Validator,1.83
3305,Validator,0.09
3306,Validator,0.45
3307,Validator,2.55
3308,Validator,3.74
3309,Validator,0.09
3310,Validator,4.72
3311,Validator,0.52
3312,Validator,3.41
3313,Validator,0.73
3314,Validator,5.83
3315,Validator,0.80
3316,Validator,1.54
3317,Validator,0.56
3318,Validator,0.22
3319,Validator,0.69
3320,Validator,0.32
3321,Validator,0.22
3322,Validator,1.94
3323,Validator,1.27
3324,Validator,0.16
3325,Validator,1.09
3326,Validator,2.61
3327,Validator,0.61
3328,Validator,1.52
3329,Validator,4.19
3330,Validator,0.24
3331,Validator,5.00
3332,Validator,1.34
3333,Validator,3.86
3334,Validator,0.47
3335,Validator,4.49
3336,Validator,0.21
3337,Validator,0.44
3338,Validator,0.61
3339,Validator,0.28
3340,Validator,0.73
3341,Validator,0.76
3342,Validator,0.83
3343,Validator,0.63
3344,Validator,1.14
3345,Validator,0.12
3346,Validator,1.15
3347,Validator,2.07
3348,Validator,0.29
3349,Validator,0.85
3350,Validator,4.30
3351,Validator,0.80
3352,Validator,4.41
3353,Validator,1.95
3354,Validator,4.32
3355,Validator,0.12
3356,Validator,5.75
3357,Validator,1.09
3358,Validator,4.07
3359,Validator,12.43
3360,Validator,2.86
3361,Validator,0.83
3362,Validator,2.80
3363,Validator,1.98
3364,Validator,0.02
3365,Validator,2.01
3366,Validator,0.89
3367,Validator,0.71
3368,Validator,0.81
3369,Validator,1.80
3370,Validator,0.41
3371,Validator,1.05
3372,Validator,2.55
3373,Validator,5.57
3374,Validator,0.82
3375,Validator,4.61
3376,Validator,0.24
3377,Validator,5.45
3378,Validator,0.98
3379,Validator,4.73
3380,Validator,0.39
3381,Validator,1.07
3382,Validator,0.18
3383,Validator,1.56
3384,Validator,0.68
3385,Validator,0.33
3386,Validator,1.07
3387,Validator,1.96
3388,Validator,0.99
3389,Validator,0.36
3390,Validator,1.73
3391,Validator,0.32
3392,Validator,0.08
3393,Validator,0.81
3394,Validator,3.95
3395,Validator,0.16
3396,Validator,5.41
3397,Validator,0.22
3398,Validator,4.22
3399,Validator,0.85
3400,Validator,5.55
3401,Validator,0.02
3402,Validator,5.96
3403,Validator,1.04
3404,Validator,0.18
3405,Validator,0.74
3406,Validator,0.61
3407,Validator,0.21
3408,Validator,1.12
3409,Validator,1.16
3410,Validator,0.18
3411,Validator,1.45
3412,Validator,1.22
3413,Validator,0.67
3414,Validator,1.09
3415,Validator,1.57
3416,Validator,0.04
3417,Validator,4.72
3418,Validator,1.99
3419,Validator,5.01
3420,Validator,0.50
3421,Validator,4.15
3422,Validator,0.18
3423,Validator,3.74
3424,Validator,1.55
3425,Validator,0.32
3426,Validator,0.45
3427,Validator,2.81
3428,Validator,0.10
3429,Validator,0.30
3430,Validator,1.65
3431,Validator,0.44
3432,Validator,0.88
3433,Validator,1.52
3434,Validator,1.07
3435,Validator,0.13
3436,Validator,1.47
3437,Validator,1.30
3438,Validator,1.51
3439,Validator,0.82
3440,Validator,3.40
3441,Validator,0.05
3442,Validator,3.99
3443,Validator,1.37
3444,Validator,4.14
3445,Validator,0.53
3446,Validator,5.23
3447,Validator,0.22
3448,Validator,3.40
3449,Validator,1.21
3450,Validator,0.12
3451,Validator,0.46
3452,Validator,0.57
3453,Validator,0.33
3454,Validator,0.56
3455,Validator,1.06
3456,Validator,0.35
3457,Validator,0.99
3458,Validator,0.99
3459,Validator,0.99
3460,Validator,0.27
3461,Validator,1.85
3462,Validator,0.53
3463,Validator,4.30
3464,Validator,1.79
3465,Validator,5.46
3466,Validator,0.38
3467,Validator,3.83
3468,Validator,0.70
3469,Validator,3.85
3470,Validator,1.80
3471,Validator,0.74
3472,Validator,0.46
3473,Validator,2.53
3474,Validator,0.38
3475,Validator,0.20
3476,Validator,0.82
3477,Validator,2.34
3478,Validator,1.24
3479,Validator,0.18
3480,Validator,1.29
3481,Validator,0.06
3482,Validator,0.92
3483,Validator,1.63
3484,Validator,3.24
3485,Validator,1.95
3486,Validator,5.69
3487,Validator,0.69
3488,Validator,6.01
3489,Validator,2.05
3490,Validator,4.58
3491,Validator,0.70
3492,Validator,4.43
3493,Validator,0.20
3494,Validator,0.27
3495,Validator,1.45
3496,Validator,0.23
3497,Validator,0.14
3498,Validator,1.98
3499,Validator,0.19
3500,Validator,0.97
3501,Validator,1.34
3502,Validator,0.46
3503,Validator,0.96
3504,Validator,0.75
3505,Validator,1.12
3506,Validator,0.29
3507,Validator,4.25
3508,Validator,0.40
3509,Validator,5.03
3510,Validator,1.06
3511,Validator,4.65
3512,Validator,0.32
3513,Validator,4.67
3514,Validator,0.86
3515,Validator,3.07
3516,Validator,0.49
3517,Validator,1.96
3518,Validator,0.05
3519,Validator,2.03
3520,Validator,1.06
3521,Validator,0.50
3522,Validator,0.91
3523,Validator,2.36
3524,Validator,0.95
3525,Validator,0.60
3526,Validator,3.56
3527,Validator,0.20
3528,Validator,0.25
3529,Validator,2.06
3530,Validator,5.32
3531,Validator,0.21
3532,Validator,5.04
3533,Validator,0.83
3534,Validator,4.84
3535,Validator,1.03
3536,Validator,5.22
3537,Validator,1.20
3538,Validator,6.36
3539,Validator,1.02
3540,Validator,2.45
3541,Validator,6.75
3542,Validator,1.03
3543,Validator,0.87
3544,Validator,1.05
3545,Validator,1.21
3546,Validator,0.51
3547,Validator,0.55
3548,Validator,1.01
3549,Validator,0.21
3550,Validator,0.30
3551,Validator,1.36
3552,Validator,0.14
3553,Validator,0.27
3554,Validator,1.31
3555,Validator,1.90
3556,Validator,0.61
3557,Validator,6.79
3558,Validator,0.96
3559,Validator,4.49
3560,Validator,1.36
3561,Validator,4.82
3562,Validator,0.59
3563,Validator,4.80
3564,Validator,0.83
3565,Validator,1.26
3566,Validator,1.63
3567,Validator,1.63
3568,Validator,0.96
3569,Validator,1.80
3570,Validator,1.57
3571,Validator,0.32
3572,Validator,0.93
3573,Validator,2.47
3574,Validator,0.51
3575,Validator,0.35
3576,Validator,1.99
3577,Validator,0.32
3578,Validator,0.63
3579,Validator,0.60
3580,Validator,3.49
3581,Validator,0.17
3582,Validator,6.68
3583,Validator,0.17
3584,Validator,3.06
3585,Validator,1.92
3586,Validator,2.94
3587,Validator,0.88
3588,Validator,4.51
3589,Validator,1.05
3590,Validator,0.04
3591,Validator,2.77
3592,Validator,1.67
3593,Validator,0.27
3594,Validator,0.46
3595,Validator,1.64
3596,Validator,0.04
3597,Validator,1.44
3598,Validator,2.28
3599,Validator,0.09
3600,Validator,1.09
3601,Validator,2.04
3602,Validator,0.09
3603,Validator,0.81
3604,Validator,0.73
3605,Validator,4.13
3606,Validator,1.28
3607,Validator,6.98
3608,Validator,0.75
3609,Validator,5.13
3610,Validator,2.48
3611,Validator,3.92
3612,Validator,1.30
3613,Validator,4.62
3614,Validator,0.04
3615,Validator,0.54
3616,Validator,1.92
3617,Validator,0.13
3618,Validator,0.20
3619,Validator,0.59
3620,Validator,0.34
3621,Validator,0.20
3622,Validator,1.96
3623,Validator,0.90
3624,Validator,0.31
3625,Validator,1.84
3626,Validator,0.47
3627,Validator,0.44
3628,Validator,2.65
3629,Validator,1.70
3630,Validator,4.78
3631,Validator,1.20
3632,Validator,20.78
3633,Validator,0.85
3634,Validator,5.02
3635,Validator,1.78
3636,Validator,3.62
3637,Validator,1.44
3638,Validator,4.04
3639,Validator,0.14
3640,Validator,0.70
3641,Validator,1.92
3642,Validator,0.43
3643,Validator,0.13
3644,Validator,3.40
3645,Validator,0.25
3646,Validator,0.14
3647,Validator,1.16
3648,Validator,0.30
3649,Validator,0.05
3650,Validator,0.56
3651,Validator,0.97
3652,Validator,0.29
3653,Validator,2.99
3654,Validator,0.52
3655,Validator,5.69
3656,Validator,1.33
3657,Validator,5.98
3658,Validator,0.81
3659,Validator,6.10
3660,Validator,1.55
3661,Validator,4.68
3662,Validator,1.09
3663,Validator,3.71
3664,Validator,0.05
3665,Validator,0.34
3666,Validator,0.95
3667,Validator,0.15
3668,Validator,0.33
3669,Validator,2.28
3670,Validator,0.41
3671,Validator,0.07
3672,Validator,0.94
3673,Validator,0.43
3674,Validator,0.34
3675,Validator,0.50
3676,Validator,1.18
3677,Validator,0.21
3678,Validator,3.74
3679,Validator,1.14
3680,Validator,5.32
3681,Validator,1.87
3682,Validator,5.35
3683,Validator,0.96
3684,Validator,4.68
3685,Validator,1.83
3686,Validator,5.09
3687,Validator,0.55
3688,Validator,3.79
3689,Validator,0.12
3690,Validator,0.17
3691,Validator,1.84
3692,Validator,0.34
3693,Validator,0.18
3694,Validator,1.19
3695,Validator,0.33
3696,Validator,0.18
3697,Validator,2.47
3698,Validator,1.72
3699,Validator,0.22
3700,Validator,1.11
3701,Validator,1.52
3702,Validator,0.82
3703,Validator,4.97
3704,Validator,1.82
3705,Validator,4.23
3706,Validator,1.10
3707,Validator,4.70
3708,Validator,0.65
3709,Validator,4.02
3710,Validator,2.70
3711,Validator,3.82
3712,Validator,0.34
3713,Validator,0.73
3714,Validator,1.09
3715,Validator,0.60
3716,Validator,2.92
3717,Validator,0.36
3718,Validator,0.57
3719,Validator,1.72
3720,Validator,1.83
3721,Validator,0.42
3722,Validator,2.72
3723,Validator,6.01
3724,Validator,0.03
3725,Validator,1.12
3726,Validator,5.09
3727,Validator,0.64
3728,Validator,6.44
3729,Validator,1.21
3730,Validator,4.15
3731,Validator,1.83
3732,Validator,4.42
3733,Validator,0.71
3734,Validator,3.47
3735,Validator,0.96
3736,Validator,0.02
3737,Validator,0.69
3738,Validator,0.54
3739,Validator,0.52
3740,Validator,0.60
3741,Validator,1.90
3742,Validator,1.02
3743,Validator,1.29
3744,Validator,1.32
3745,Validator,0.13
3746,Validator,0.90
3747,Validator,1.22
3748,Validator,1.09
3749,Validator,2.14
3750,Validator,0.99
3751,Validator,3.84
3752,Validator,0.18
3753,Validator,5.84
3754,Validator,2.09
3755,Validator,3.29
3756,Validator,0.89
3757,Validator,3.85
3758,Validator,0.54
3759,Validator,1.08
3760,Validator,1.10
3761,Validator,0.41
3762,Validator,1.52
3763,Validator,1.36
3764,Validator,0.26
3765,Validator,1.33
3766,Validator,0.68
3767,Validator,0.95
3768,Validator,0.60
3769,Validator,2.73
3770,Validator,0.42
3771,Validator,0.66
3772,Validator,1.92
3773,Validator,0.26
3774,Validator,3.69
3775,Validator,0.93
3776,Validator,3.60
3777,Validator,0.11
3778,Validator,3.91
3779,Validator,0.18
3780,Validator,2.43
3781,Validator,2.37
3782,Validator,1.40
3783,Validator,0.64
3784,Validator,1.50
3785,Validator,1.18
3786,Validator,0.48
3787,Validator,0.85
3788,Validator,1.42
3789,Validator,0.08
3790,Validator,1.12
3791,Validator,1.38
3792,Validator,0.81
3793,Validator,0.52
3794,Validator,2.20
3795,Validator,0.78
3796,Validator,0.95
3797,Validator,4.95
3798,Validator,0.17
3799,Validator,3.23
3800,Validator,2.19
3801,Validator,4.00
3802,Validator,0.59
3803,Validator,2.94
3804,Validator,0.03
3805,Validator,0.20
3806,Validator,1.74
3807,Validator,0.11
3808,Validator,0.39
3809,Validator,0.84
3810,Validator,0.17
3811,Validator,0.22
3812,Validator,1.79
3813,Validator,1.09
3814,Validator,13.46
3815,Validator,1.52
3816,Validator,4.85
3817,Validator,0.81
3818,Validator,5.41
3819,Validator,1.85
3820,Validator,5.22
3821,Validator,0.81
3822,Validator,4.65
3823,Validator,0.46
3824,Validator,4.45
3825,Validator,1.65
3826,Validator,0.13
3827,Validator,1.53
3828,Validator,0.85
3829,Validator,0.09
3830,Validator,0.33
3831,Validator,1.52
3832,Validator,0.12
3833,Validator,1.83
3834,Validator,0.77
3835,Validator,0.97
3836,Validator,0.98
3837,Validator,2.59
3838,Validator,0.87
3839,Validator,3.80
3840,Validator,2.20
3841,Validator,4.23
3842,Validator,0.34
3843,Validator,4.62
3844,Validator,0.06
3845,Validator,3.21
3846,Validator,1.71
3847,Validator,1.03
3848,Validator,0.16
3849,Validator,2.05
3850,Validator,0.77
3851,Validator,0.45
3852,Validator,3.02
3853,Validator,0.40
3854,Validator,0.29
3855,Validator,1.74
3856,Validator,2.68
3857,Validator,0.84
3858,Validator,1.16
3859,Validator,1.97
3860,Validator,3.54
3861,Validator,1.24
3862,Validator,3.91
3863,Validator,0.04
3864,Validator,6.30
3865,Validator,1.32
3866,Validator,4.03
3867,Validator,2.33
3868,Validator,2.43
3869,Validator,0.46
3870,Validator,0.60
3871,Validator,2.19
3872,Validator,0.10
3873,Validator,0.79
3874,Validator,0.95
3875,Validator,0.36
3876,Validator,0.46
3877,Validator,1.04
3878,Validator,0.90
3879,Validator,0.82
3880,Validator,1.29
3881,Validator,1.45
3882,Validator,0.69
3883,Validator,4.32
3884,Validator,0.85
3885,Validator,3.15
3886,Validator,2.24
3887,Validator,5.46
3888,Validator,0.22
3889,Validator,4.13
3890,Validator,1.13
3891,Validator,0.06
3892,Validator,1.48
3893,Validator,0.47
3894,Validator,0.06
3895,Validator,1.20
3896,Validator,2.24
3897,Validator,0.09
